SINET: Enabling Scalable Network Routing with Deep Reinforcement Learning on Partial Nodes,"In this paper, we propose SINET, a scalable and intelligent network control framework for routing optimization. SINET uses the idea of partial control to collect network information from critical nodes and uses Deep Reinforcement Learning (DRL) to dynamically optimizes routing policies based on the collected network information. Simulation results show that SINET can reduce the average flow completion time and exhibit better robustness against minor topology changes, compared to existing DRL-based schemes."
Real-Time Power Profiling of Narrowband Internet of Things Networks,"Narrowband-Internet of Things is an emerging cellular communication technology designed for low power wide area applications. It is still in its early stage of deployment. Despite the increasing interest in NB-IoT, its communication reliability, energy efficiency, and protocol-level interactions in real-world deployments remain unclear to both industrial and academic research communities. In this demo, we present NBInsight, a platform that provides comprehensive measuring and logging functions for NB-IoT network diagnostics. We identify factors residing in the eNodeB configuration that contribute to the energy consumption of User Equipment (UE) by conducting extensive field tests."
Identifying Structural Hole Spanners in Online Social Networks Using Machine Learning,"Online social networks play an important role in our daily activities. As an important concept in social network analytics, the structural hole theory shows that the positions in social networks that can bridge different user groups will get benefits. Existing solutions for identifying structural hole spanners normally require the knowledge of the entire social graph. In this paper, we propose a novel solution to uncover structural hole spanners according to the users' profiles and user-generated contents (UGCs), instead of referring to the entire social graph. We propose a machine learning-based model to implement the identification. We further leverage the ego networks and the cross-site linking function to enhance the identification. A real-world dataset collected from Foursquare and Twitter is used to evaluate the identification performance of our model. The results show that our model can achieve a high F1-score of 0.857."
Network-Aware and Unsupervised Diagnostics for Latent Issues in Network Management Databases,"Network management database (NMD) is essential in modern large-scale networks. Operators rely on NMD to provide accurate and up-to-date data, however, NMD---like any other databases---can suffers from latent issues such as inconsistent, incorrect, and missing data. In this work, we first reveal latent data issues in NMDs using real traces from a large cloud provider, Tencent. Then we design and implement an diagnostic system, NAuditor, for unsupervised identification of latent issues in NMDs. In the process, we design a compact and graph-based data structure to efficiently encode the complete NMD as a Knowledge Graph, and model the diagnostic problems as unsupervised Knowledge Graph Refinement problems. We show that the new encoding achieves superior performance than alternatives, and can facilitate adoption of state-of-the-art KGR algorithms. We also have used NAuditor in a production NMD, and found 61 real latent issues, which all have been confirmed by operators."
Device-Aware Adaptive Video Streaming,"The rising demand for high-resolution videos and high video frame rates are leading to increasing pressure on the memory available in mobile devices. In this work, we analyze how and when memory usage on a device impacts video performance. We propose and evaluate DAVS, a video client module that adapts the playback buffer size and the video bitrate based on device memory pressure."
"Smile, you are in the spotlight!","In future smart factories, robots performing critical tasks will require ultra-reliable networks. Meanwhile, LED light is ubiquitous in smart factories. To make the emerging LED-enabled Visible Light Communication (VLC) a suitable candidate for networking robots in future smart factories, the VLC channels must be very robust and homogeneous. In this work, we present two techniques to achieve ultra-reliable VLC networks: (1) by increasing the transmitter density and (2) by orienting the transmitters to the receiver, i.e., creating a spotlight. We show that both of our techniques can improve the reliability performance of VLC networks greatly. A real-life demo video of creating such a spotlight is available on https://youtu.be/VNu48Gidz_c."
Enabling Rapid Edge System Deployment with TinyEdge,No abstract available.
Fast EPC: A Low Latency Cellular Control Plane,"Timely completion of control plane operations is critical to providing fast data access in cellular networks. In this work, we design a new edge-based cellular control plane, Fast EPC, which reduces control plane latency through fast serialization of control messages and rapid failure recovery."
A Light-weight Wi-Fi Fingerprint Generator with AR,"Compared with outdoor localization, indoor localization remains knotty. To cope with this problem, people have developed some indoor localization systems based on Wi-Fi fingerprints. However, in order to get the fingerprints, pre-collection of ample Wi-Fi signal features at selected indoor locations is needed, which is time-consuming. In this poster, we presented a light way to obtain the indoor Wi-Fi RSS fingerprints with the combination of Augmented Reality (AR). We believe the new fingerprint generating approach will shorten the time in data collecting phase and improve the time-efficiency of such methods."
ZiFi: a lightweight Cross-Technology Communication via RSS Encoding,"Cross-Technology Communication opens a new direction to solve the coexistence and collaboration among heterogeneous wireless devices in ISM band. At present, many CTC technologies have been proposed. However, there are few high throughput CTC works from ZigBee to WiFi. Our approach, called ZiFi, is a novel CTC framework that lightweight enough to convey data from ZigBee to WiFi. The key idea of ZiFi is to modulate symbol message by leveraging change of the ZigBee packets power. At the receiver side, WiFi device senses RSS value and recognizes ZigBee signal energy pattern to decode transmitted symbols. We finally implement and evaluate ZiFi on commodity WiFi and ZigBee devices. Our results show that it is feasible to use RSS of ZigBee packets and ZiFi can achieve a throughput rate of 297.1bps (the latest packet-level CTC method is 215.9bps). Here we demonstrate using ZiFi on a laptop to receive temperature data from a ZigBee node."
